Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43
11115,CA3672238939,1FDWE3FS5FDA10915,EP-014,3672238939,3672238939,11,EDT,7/30/25 2:44:39 PM,7/30/25 11:44:39 AM MST,2025-07-30T18:44:39+00:00,2025-07-30 14:56:21,Jul 30 2025 11:44:39,42.2799959,-71.7989428,994792.0,Brewster Worcester,"140 Prescott St, Worcester, MA 01605-1710",282,WNW,off,0,0,0,0,Stopped 11 min,yellow_dot,246769.9,12.3,0,unassigned,07/30/2025 11:44:39,[],[],,,,,,Worcester,6.0,ALS,
11116,CA4572371927,1FTNS2EW8DDA02165,F-001,4572371927,4572371927,1,EDT,7/30/25 2:54:27 PM,7/30/25 11:54:27 AM MST,2025-07-30T18:54:27+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:27,41.9047525,-71.0335946,,,"36 Paramount Dr, Raynham, MA 02767-1001",45,NE,on,0,0,0,0,0 mph NE (max),green_dot,154141.8,13.5,5571565,assigned,07/30/2025 11:35:19,[],[],DAVID,FITZGERALD,7413,False,,,,,
11117,CA3672203323,3672203323,FAILED DEVICE BCC015,3672203323,3672203323,178884,EDT,3/28/25 9:31:28 AM,3/28/25 6:31:28 AM MST,2025-03-28T13:31:28+00:00,2025-07-30 14:56:21,Mar 28 2025 19:24:47,42.2067301,-70.9575301,994995.0,Brewster Weymouth,", Weymouth, MA 02188",0,,off,0,0,0,0,Stopped 124 days,red_dot,6325.0,0.0,0,unassigned,03/28/2025 06:31:28,[],[],,,,,,,,,
11118,CA4572366351,1G1ZE5ST0GF321923,MALIBU,4572366351,4572366351,313,EDT,7/30/25 9:43:04 AM,7/30/25 6:43:04 AM MST,2025-07-30T13:43:04+00:00,2025-07-30 14:56:21,Jul 30 2025 06:43:04,42.2063135,-70.9574408,994995.0,Brewster Weymouth,"25 Main St, Weymouth, MA 02188-2808",308,NW,off,0,0,0,0,"Stopped 5 hrs, 13 min",red_dot,135037.8,12.6,0,unassigned,07/30/2025 06:43:04,[],[],,,,,,,,,
11119,CA3672022452,1FMDE7BH8RLA10877,MH-004,3672022452,3672022452,0,EDT,7/30/25 2:55:43 PM,7/30/25 11:55:43 AM MST,2025-07-30T18:55:43+00:00,2025-07-30 14:56:21,Jul 30 2025 11:55:43,42.042426,-71.3534833,,,"I-495, Wrentham, MA 02093",297,WNW,on,67,63,67,65,67 mph WNW (max),bright_green_dot,33208.9,12.8,0,unassigned,07/30/2025 10:27:32,[],[],,,,,,,,,
11120,CA3672247953,1FMDE7BHXRLA19533,MH-005,3672247953,3672247953,11,EDT,7/30/25 2:44:52 PM,7/30/25 11:44:52 AM MST,2025-07-30T18:44:52+00:00,2025-07-30 14:56:21,Jul 30 2025 11:44:52,41.8412692,-70.5987325,,,"18 Linda Ln, Plymouth, MA 02360-6207",81,E,,0,0,0,0,Idle stop for 11 min,blue_dot,34340.4,12.7,5564211,assigned,07/25/2025 14:22:17,[],[],Katie,Sprague,3876,False,,,,,
11121,CA4572374026,1FTNE2CM0FKA14544,S-001,4572374026,4572374026,7265,EDT,7/25/25 1:51:04 PM,7/25/25 10:51:04 AM MST,2025-07-25T17:51:04+00:00,2025-07-30 14:56:21,Jul 30 2025 10:55:26,42.2065436,-70.957274,994995.0,Brewster Weymouth,", Weymouth, MA 02188",99,E,off,0,0,0,0,Stopped 5 days,red_dot,104939.3,12.0,0,unassigned,07/25/2025 10:51:04,[],[],,,,,,,,,
10814,CA4572371915,1FMFU16W14LA93031,AT-001,4572371915,4572371915,14867,EDT,7/20/25 7:16:37 AM,7/20/25 4:16:37 AM MST,2025-07-20T11:16:37+00:00,2025-07-30 15:03:42,Jul 30 2025 04:20:56,41.9523493,-70.6571703,994795.0,Plymouth Fire,"114 Sandwich St, Plymouth, MA 02360",299,WNW,off,0,0,0,0,Stopped 10 days,red_dot,116045.1,13.4,0,unassigned,07/20/2025 04:16:37,[],[],,,,,,,,,
10815,CA3672255957,1FDBW2XG3PKA39911,BA-002,3672255957,3672255957,0,EDT,7/30/25 3:03:05 PM,7/30/25 12:03:05 PM MST,2025-07-30T19:03:05+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:05,42.1267726,-70.8000662,,,"RT-3, Norwell, MA 02061",306,NW,on,74,73,73,60,73 mph NW (74 max),bright_green_dot,87554.0,13.6,5570033,assigned,07/30/2025 11:54:34,[],[],MARY,FALCO,mfalco,False,,Weymouth,2.0,BLS,
10816,CA3672241241,1FDBW2XG6PKA45556,BA-003,3672241241,3672241241,24,EDT,7/30/25 2:38:54 PM,7/30/25 11:38:54 AM MST,2025-07-30T18:38:54+00:00,2025-07-30 15:03:42,Jul 30 2025 11:38:54,42.3343168,-71.071973,999902.0,BMC,"750 Albany St, Boston, MA 02118-2520",251,WSW,off,0,0,0,0,Stopped 24 min,yellow_dot,99994.8,13.0,0,unassigned,07/30/2025 11:38:54,[],[],,,,,,Brockton Main St.,3.0,BLS,
10817,CA3672234203,1FDBW2XM8HKA28619,BA-004,3672234203,3672234203,14,EDT,7/30/25 2:49:33 PM,7/30/25 11:49:33 AM MST,2025-07-30T18:49:33+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:40,41.6258574,-70.9383953,966831.0,St Luke's,"361 Allen St, New Bedford, MA 02740-2107",302,WNW,on,0,0,0,0,Idle stop for 14 min,blue_dot,230779.2,13.7,5563875,assigned,07/30/2025 05:24:00,[],[],Carlos,Velez,4207,False,,New Bedford,4.0,BLS,
10818,CA3672239168,1FDBW2XM4HKA19965,BA-005,3672239168,3672239168,87,EDT,7/30/25 1:36:22 PM,7/30/25 10:36:22 AM MST,2025-07-30T17:36:22+00:00,2025-07-30 15:03:42,Jul 30 2025 10:36:22,42.0543113,-71.0133817,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",74,ENE,off,0,0,0,0,"Stopped 1 hour, 27 min",red_dot,240516.8,12.1,0,unassigned,07/30/2025 10:36:22,[],[],,,,,,Wakefield,1.0,BLS,
10819,CA3672239130,1FDBW2XM1HKA19969,BA-006,3672239130,3672239130,0,EDT,7/30/25 3:03:40 PM,7/30/25 12:03:40 PM MST,2025-07-30T19:03:40+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:40,42.2986609,-71.8040918,,,"W Boylston St, Worcester, MA 01606",202,SSW,on,34,34,32,35,32 mph SSW (34 max),green_dot,233622.7,13.5,5563874,assigned,07/30/2025 11:59:13,[],[],Rob,Geogan,7328,False,,Framingham,6.0,BLS,
10820,CA3672255481,1FDYR2XM1GKB03760,BA-007,3672255481,3672255481,0,EDT,7/30/25 3:02:46 PM,7/30/25 12:02:46 PM MST,2025-07-30T19:02:46+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:46,42.4696485,-70.9407469,,,"330 Essex St, Lynn, MA 01902-2371",57,ENE,on,0,0,0,25,0 mph ENE (max),green_dot,367906.1,11.8,0,unassigned,07/30/2025 11:51:16,[],[],,,,,,Wakefield,1.0,BLS,Spare
10821,CA3672233597,1FDYR2XMXGKB03756,BA-008,3672233597,3672233597,0,EDT,7/30/25 3:02:49 PM,7/30/25 12:02:49 PM MST,2025-07-30T19:02:49+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:49,41.9160384,-71.3333354,,,"I-95, Attleboro, MA 02703",30,NNE,on,68,67,66,65,66 mph NNE (68 max),bright_green_dot,277325.2,13.7,5565384,assigned,07/30/2025 05:31:21,[],[],Paulo,Goncalves,10618,False,,Attleboro,4.0,BLS,
10822,CA3672239939,1FDYR2XM1GKB03757,BA-009,3672239939,3672239939,0,EDT,7/30/25 3:03:19 PM,7/30/25 12:03:19 PM MST,2025-07-30T19:03:19+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:19,42.3494679,-71.0638949,,,"801 Washington St, Boston, MA 02111-1520",321,NW,on,15,1,5,0,5 mph NW (15 max),green_dot,275452.4,13.7,5572031,assigned,07/30/2025 11:50:30,[],[],Conor,Kelley,13591,False,,Wakefield,1.0,BLS,
10823,CA3672248338,1FDYR2XM8GKB03755,BA-010,3672248338,3672248338,0,EDT,7/30/25 3:03:32 PM,7/30/25 12:03:32 PM MST,2025-07-30T19:03:32+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:32,42.2064564,-70.9569926,994995.0,Brewster Weymouth,"25 Main St, Weymouth, MA 02188-2808",76,ENE,on,7,1,0,0,0 mph ENE (7 max),green_dot,462362.0,14.0,5572236,assigned,07/30/2025 12:02:10,[],[],Lauren,Durant,13705,False,,Weymouth,1.0,BLS,
10824,CA3672248346,1FDBW1XG0MKA43274,BA-011,3672248346,3672248346,1215,EDT,7/29/25 6:47:54 PM,7/29/25 3:47:54 PM MST,2025-07-29T22:47:54+00:00,2025-07-30 15:03:42,Jul 30 2025 05:13:26,42.3320038,-71.0765525,994782.0,Brewster Albany St,"845 Albany St, Roxbury, MA 02119-2511",0,,off,0,0,0,0,"Stopped 20 hrs, 15 min",red_dot,122130.9,13.3,0,unassigned,07/29/2025 15:47:54,[],[],,,,,,Albany,1.0,BLS,
10825,CA3672248667,1FDBW2XM8GKB03768,BA-012,3672248667,3672248667,23430,EDT,7/14/25 8:33:16 AM,7/14/25 5:33:16 AM MST,2025-07-14T12:33:16+00:00,2025-07-30 15:03:42,Jul 30 2025 08:13:41,42.0544583,-71.0141814,994783.0,Brewster Brockton Main St,"1531 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,30,Stopped 16 days,red_dot,312297.0,12.1,0,unassigned,07/14/2025 05:33:16,[],[],,,,,,,,,
10826,CA3672241564,1FDBW2XM6GKB03767,BA-013,3672241564,3672241564,23,EDT,7/30/25 2:40:09 PM,7/30/25 11:40:09 AM MST,2025-07-30T18:40:09+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:17,42.100553,-71.0810444,,,"918 Sumner St, Stoughton, MA 02072-3339",23,NNE,on,0,0,0,0,Idle stop for 23 min,blue_dot,322568.7,13.7,5571366,assigned,07/30/2025 11:31:16,[],[],Jack,Valcovic,JValcovic,False,,Brockton Main St.,3.0,BLS,
10827,CA3672241579,1FDBW2XM6GKB03770,BA-014,3672241579,3672241579,0,EDT,7/30/25 3:03:04 PM,7/30/25 12:03:04 PM MST,2025-07-30T19:03:04+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:04,41.9424709,-70.644536,994793.0,B.I Plymouth,", Plymouth, MA 02360",117,ESE,off,0,0,0,0,Stopped < 1 min,yellow_dot,330589.1,13.0,0,unassigned,07/30/2025 12:03:04,[],[],,,,,,Brockton Main St.,3.0,BLS,
10828,CA3672234198,1FDBW2XM8GKB03771,BA-016,3672234198,3672234198,506,EDT,7/30/25 6:37:09 AM,7/30/25 3:37:09 AM MST,2025-07-30T10:37:09+00:00,2025-07-30 15:03:42,Jul 30 2025 03:37:09,41.9447263,-71.2704539,994785.0,Brewster Attleboro,"48 Eddy St, Attleboro, MA 02703-2406",1,N,off,0,0,0,0,"Stopped 8 hrs, 26 min",red_dot,309760.2,12.9,0,unassigned,07/30/2025 03:37:09,[],[],,,,,,Attleboro,4.0,BLS,
10829,CA3672248319,1FDBW2XM7GKB03762,BA-017,3672248319,3672248319,16,EDT,7/30/25 2:46:53 PM,7/30/25 11:46:53 AM MST,2025-07-30T18:46:53+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:08,41.651365,-70.9677151,,,"863 Hathaway Rd, New Bedford, MA 02740-1916",103,ESE,on,0,0,0,0,Idle stop for 16 min,blue_dot,346570.9,13.5,0,unassigned,07/30/2025 10:16:48,[],[],,,,,,New Bedford,4.0,BLS,
10830,CA3672234183,1FDBW2XM6GKA58412,BA-018,3672234183,3672234183,228,EDT,7/30/25 11:14:52 AM,7/30/25 8:14:52 AM MST,2025-07-30T15:14:52+00:00,2025-07-30 15:03:42,Jul 30 2025 11:50:26,41.7268587,-70.9531267,966832.0,Brewster N.Bedford,"213 Theodore Rice Blvd, New Bedford, MA 02745-1213",0,,off,0,0,0,0,"Stopped 3 hrs, 48 min",red_dot,435806.7,12.6,0,unassigned,07/30/2025 08:14:52,[],[],,,,,,Wareham,4.0,BLS,
10831,CA3672238954,1FDBW2XM2GKA58410,BA-019,3672238954,3672238954,0,EDT,7/30/25 3:03:37 PM,7/30/25 12:03:37 PM MST,2025-07-30T19:03:37+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:37,42.0705293,-70.9760244,,,"25 Winter St, East Bridgewater, MA 02333-1035",170,S,on,36,31,34,30,34 mph S (36 max),green_dot,362865.7,13.4,5572243,assigned,07/30/2025 11:49:52,[],[],Dylan,Cicone,13719,False,,Brockton Main St.,3.0,BLS,
10832,CA3672248677,1FDBW1XGXMKA39622,BA-020,3672248677,3672248677,24,EDT,7/30/25 2:38:48 PM,7/30/25 11:38:48 AM MST,2025-07-30T18:38:48+00:00,2025-07-30 15:03:42,Jul 30 2025 11:38:48,42.3343625,-71.0719094,999902.0,BMC,"750 Albany St, Boston, MA 02118-2520",93,E,off,0,0,0,0,Stopped 24 min,yellow_dot,124975.2,12.9,0,unassigned,07/30/2025 11:38:48,[],[],,,,,,Albany,1.0,BLS,
10833,CA3672248655,1FDBW1XG7MKA43272,BA-021,3672248655,3672248655,1,EDT,7/30/25 3:02:02 PM,7/30/25 12:02:02 PM MST,2025-07-30T19:02:02+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:02,42.1614896,-71.1448621,,,"22 Lewis St, Canton, MA 02021-2105",264,W,off,0,0,0,0,Stopped 1 min,yellow_dot,120871.1,13.6,0,unassigned,07/30/2025 12:02:02,[],[],,,,,,Albany,1.0,BLS,
10834,CA3672249766,1FDBW1XGXMKA39619,BA-022,3672249766,3672249766,0,EDT,7/30/25 3:02:50 PM,7/30/25 12:02:50 PM MST,2025-07-30T19:02:50+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:50,42.3947739,-71.1122589,,,"31 Morrison Ave, Somerville, MA 02144-2317",94,E,on,0,0,0,20,0 mph E (max),green_dot,136066.7,10.3,0,unassigned,07/30/2025 11:50:20,[],[],,,,,,Hyde Park,1.0,BLS,
10835,CA3672248661,1FDBW1XG2MKA42983,BA-023,3672248661,3672248661,0,EDT,7/30/25 3:02:51 PM,7/30/25 12:02:51 PM MST,2025-07-30T19:02:51+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:51,42.5260616,-70.9688981,,,"37, Peabody, MA 01960",280,W,on,48,43,40,0,40 mph W (48 max),green_dot,139213.2,13.4,0,unassigned,07/30/2025 11:28:23,[],[],,,,,,Albany,1.0,BLS,
10836,CA3672233780,1FDBW1XG4PKB67665,BA-024,3672233780,3672233780,108,EDT,7/30/25 1:15:03 PM,7/30/25 10:15:03 AM MST,2025-07-30T17:15:03+00:00,2025-07-30 15:03:42,Jul 30 2025 10:15:03,42.0548076,-71.0132226,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",345,NNW,off,0,0,0,0,"Stopped 1 hour, 48 min",red_dot,33803.2,13.2,0,unassigned,07/30/2025 10:15:03,[],[],,,,,,Brockton Main St.,3.0,BLS,
10837,CA3672241566,1FDBW2XM1GKA54526,BA-025,3672241566,3672241566,0,EDT,7/30/25 3:02:48 PM,7/30/25 12:02:48 PM MST,2025-07-30T19:02:48+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:48,42.4571467,-71.6480786,,,"1275 Main St, Bolton, MA 01740-1207",123,ESE,on,43,40,39,40,39 mph ESE (43 max),green_dot,298890.3,13.4,5568480,assigned,07/30/2025 11:16:22,[],[],Joel,Arsenault,12009,False,,Brockton Main St.,3.0,BLS,
10838,CA3672234190,1FDBW2XMXGKA58414,BA-026,3672234190,3672234190,32,EDT,7/30/25 2:30:59 PM,7/30/25 11:30:59 AM MST,2025-07-30T18:30:59+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:07,41.9065216,-71.0947008,994801.0,Morton Hospital,"88 Washington St, Taunton, MA 02780-2465",206,SSW,on,0,0,0,0,Idle stop for 32 min,blue_dot,408006.5,13.6,0,unassigned,07/30/2025 11:54:19,[],[],,,,,,Attleboro,4.0,BLS,Spare
10839,CA3672241463,1FDBW2XM4GKA58411,BA-027,3672241463,3672241463,0,EDT,7/30/25 3:03:37 PM,7/30/25 12:03:37 PM MST,2025-07-30T19:03:37+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:37,42.3463377,-71.1048929,,,"465 Park Dr, Boston, MA 02215-3814",343,NNW,on,29,7,0,25,0 mph NNW (29 max),green_dot,290536.4,13.3,5570034,assigned,07/30/2025 11:47:44,[],[],Tenzin,Mulug-Labrang,tmuluglabrang,False,,Albany,1.0,BLS,
10840,CA3672248341,1FDBW1XG6PKB23618,BA-028,3672248341,3672248341,1,EDT,7/30/25 3:01:57 PM,7/30/25 12:01:57 PM MST,2025-07-30T19:01:57+00:00,2025-07-30 15:03:42,Jul 30 2025 12:01:57,42.2513222,-71.0780548,994798.0,B.I Milton,"199 Reedsdale Rd, Milton, MA 02186-3926",168,SSE,on,9,6,3,0,3 mph SSE (9 max),green_dot,70461.1,13.6,0,unassigned,07/30/2025 11:07:45,[],[],,,,,,Weymouth,2.0,BLS,
10841,CA3672240049,1FDBW2XG1PKA45559,BA-029,3672240049,3672240049,232,EDT,7/30/25 11:11:01 AM,7/30/25 8:11:01 AM MST,2025-07-30T15:11:01+00:00,2025-07-30 15:03:42,Jul 30 2025 08:11:01,42.2095538,-70.9583089,,,"416 Washington St, Weymouth, MA 02188-2909",47,NE,off,0,0,0,35,"Stopped 3 hrs, 52 min",red_dot,107558.8,12.6,0,unassigned,07/30/2025 08:11:01,[],[],,,,,,New Bedford,4.0,BLS,
10842,CA3672244896,1FDBW1XG1PKA3086,BA-030,3672244896,3672244896,3,EDT,7/30/25 3:00:05 PM,7/30/25 12:00:05 PM MST,2025-07-30T19:00:05+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:09,42.2989856,-71.7970935,,,"102 Randolph Rd, Worcester, MA 01606-2465",82,E,on,0,0,0,0,0 mph E (max),green_dot,51166.3,13.7,5568028,assigned,07/30/2025 11:59:06,[],[],Griffin,Hamilton,ghamilton,False,,Framingham,6.0,BLS,Spare
10843,CA3672233658,1FDBW1XG0PKA93094,BA-031,3672233658,3672233658,0,EDT,7/30/25 3:03:39 PM,7/30/25 12:03:39 PM MST,2025-07-30T19:03:39+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:39,42.4130709,-71.0307904,,,"Northeast Expy, Revere, MA 02151",160,SSE,on,61,61,61,55,61 mph SSE (max),green_dot,47772.7,13.8,5564097,assigned,07/30/2025 11:06:30,[],[],james,byron,3824,False,,Quincy WA,2.0,BLS,
10844,CA3672240122,1FDBW2XGXPKA39596,BA-033,3672240122,3672240122,0,EDT,7/30/25 3:03:03 PM,7/30/25 12:03:03 PM MST,2025-07-30T19:03:03+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:03,42.4875329,-71.1931608,,,"I-95, Burlington, MA 01803",224,SW,on,68,62,59,55,59 mph SW (68 max),bright_green_dot,87068.4,13.7,0,unassigned,07/30/2025 09:24:10,[],[],,,,,,Brockton Main St.,3.0,BLS,
10845,CA3672249647,1FDBW1XG1PKB07844,BA-034,3672249647,3672249647,1761,EDT,7/29/25 9:42:11 AM,7/29/25 6:42:11 AM MST,2025-07-29T13:42:11+00:00,2025-07-30 15:03:42,Jul 30 2025 10:00:44,42.0542306,-71.0139462,994783.0,Brewster Brockton Main St,"35 Thayer Ave, Brockton, MA 02301-7079",0,,off,0,0,0,0,"Stopped 1 day, 5 hrs",red_dot,72095.9,12.0,0,unassigned,07/29/2025 06:42:11,[],[],,,,,,Hyde Park,1.0,BLS,
10846,CA3672245077,1FDBW1XG2PKA93095,BA-035,3672245077,3672245077,0,EDT,7/30/25 3:02:50 PM,7/30/25 12:02:50 PM MST,2025-07-30T19:02:50+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:50,42.3329305,-71.0723524,,,"South Bay Harbor Trl, Boston, MA 02118",283,WNW,on,34,27,15,0,15 mph WNW (34 max),green_dot,60623.5,13.7,5572295,assigned,07/30/2025 09:30:07,[],[],Zander,Roberts,11966,False,,Hyde Park,1.0,BLS,
10847,CA3672248664,1FDBW2XG3PKA39889,BA-036,3672248664,3672248664,6,EDT,7/30/25 2:57:39 PM,7/30/25 11:57:39 AM MST,2025-07-30T18:57:39+00:00,2025-07-30 15:03:42,Jul 30 2025 11:57:39,42.7790034,-71.0727257,,,"21 Park St, Haverhill, MA 01830-5991",91,E,off,0,0,0,0,Stopped 6 min,yellow_dot,85163.5,13.2,0,unassigned,07/30/2025 11:57:39,[],[],,,,,,Obery,2.0,BLS,
10848,CA3672239830,1FDBW2XG1PKA45545,BA-037,3672239830,3672239830,0,EDT,7/30/25 3:03:24 PM,7/30/25 12:03:24 PM MST,2025-07-30T19:03:24+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:24,42.2267014,-71.1798253,,,"I-95, Westwood, MA 02090",133,SE,on,58,33,21,55,21 mph SE (58 max),green_dot,63865.2,13.8,5565107,assigned,07/30/2025 11:40:41,[],[],Joao,Costa,11425,False,,Obery,2.0,BLS,
10849,CA3672255844,1FDBW2XG7PKA45548,BA-038,3672255844,3672255844,2,EDT,7/30/25 3:00:57 PM,7/30/25 12:00:57 PM MST,2025-07-30T19:00:57+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:07,42.0978838,-71.0610049,974478.0,Good Samaritan Medical Center,", Brockton, MA 02301",103,ESE,on,0,0,0,0,0 mph ESE (max),green_dot,65799.0,13.6,0,unassigned,07/30/2025 06:30:56,[],[],,,,,,Brockton Main St.,3.0,BLS,
10850,CA3672245094,1FDBW1XG6PKB67666,BA-039,3672245094,3672245094,0,EDT,7/30/25 3:03:25 PM,7/30/25 12:03:25 PM MST,2025-07-30T19:03:25+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:25,42.3454916,-71.4378604,,,"1349 Edgell Rd, Framingham, MA 01701-5014",198,SSW,on,41,39,38,35,38 mph SSW (41 max),green_dot,58081.7,13.7,5564762,assigned,07/30/2025 11:58:14,[],[],Bridget,Bletzer,10512,False,,Framingham,6.0,BLS,
10851,CA3672022992,1FDBW1XG8PKB23619,BA-040,3672022992,3672022992,20,EDT,7/30/25 2:43:30 PM,7/30/25 11:43:30 AM MST,2025-07-30T18:43:30+00:00,2025-07-30 15:03:42,Jul 30 2025 11:43:30,42.3343541,-71.0719736,999902.0,BMC,"750 Albany St, Boston, MA 02118-2520",82,E,off,0,0,0,0,Stopped 20 min,yellow_dot,59946.4,12.9,0,unassigned,07/30/2025 11:43:30,[],[],,,,,,Weymouth,2.0,BLS,
10852,CA3672248330,1FDWE3FN2NDC21918,BA-041,3672248330,3672248330,0,EDT,7/30/25 3:03:07 PM,7/30/25 12:03:07 PM MST,2025-07-30T19:03:07+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:07,42.1861222,-72.347976,,,"201 Sykes St, Palmer, MA 01069",17,NNE,on,43,29,12,30,12 mph NNE (43 max),green_dot,118821.8,12.5,5569063,assigned,07/30/2025 11:22:12,[],[],Kataryna,Bucko,13148,False,,Weymouth,1.0,BLS,
10853,CA3672244268,1FDBW1XG3PKA93090,BA-042,3672244268,3672244268,33542,EDT,7/7/25 8:01:14 AM,7/7/25 5:01:14 AM MST,2025-07-07T12:01:14+00:00,2025-07-30 15:03:42,Jul 07 2025 05:01:14,42.3611371,-71.0611587,,,"Sudbury St, Boston, MA 02114",221,SW,on,23,8,0,0,Out of Range 23 days,orange_dot,62776.6,13.4,0,unassigned,07/11/2025 07:31:49,[],[],,,,,,Hyde Park,1.0,BLS,Spare
10854,CA3672243019,1FDBW1XG4MKA42984,BA-043,3672243019,3672243019,983,EDT,7/29/25 10:40:31 PM,7/29/25 7:40:31 PM MST,2025-07-30T02:40:31+00:00,2025-07-30 15:03:42,Jul 30 2025 12:00:12,42.0541659,-71.0137482,994783.0,Brewster Brockton Main St,"35 Thayer Ave, Brockton, MA 02301-7079",148,SSE,off,0,0,0,0,"Stopped 16 hrs, 23 min",red_dot,138334.3,0.0,0,unassigned,07/29/2025 19:40:31,[],[],,,,,,Brockton Main St.,3.0,BLS,
10855,CA3672241400,1FDBW1XG2MKA39632,BA-044,3672241400,3672241400,0,EDT,7/30/25 3:03:30 PM,7/30/25 12:03:30 PM MST,2025-07-30T19:03:30+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:30,42.016826,-71.0220513,,,"244 W Center St, West Bridgewater, MA 02379-1627",266,W,on,32,20,26,35,26 mph W (32 max),green_dot,125342.4,13.0,0,unassigned,07/30/2025 08:16:28,[],[],,,,,,Brockton Main St.,3.0,BLS,
10856,CA3672249240,1FDBW1XG7PKB67661,BA-046,3672249240,3672249240,1,EDT,7/30/25 3:02:26 PM,7/30/25 12:02:26 PM MST,2025-07-30T19:02:26+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:36,42.2475007,-70.9963035,,,"12 S Walnut St, Quincy, MA 02169-6863",124,SE,on,0,0,0,0,0 mph SE (max),green_dot,48698.9,13.7,5564317,assigned,07/30/2025 12:02:36,[],[],Matthew,Lees,9960,False,,Weymouth,2.0,BLS,
10857,CA3672249466,1FDBW2XG4PKA34085,BA-047,3672249466,3672249466,6,EDT,7/30/25 2:57:27 PM,7/30/25 11:57:27 AM MST,2025-07-30T18:57:27+00:00,2025-07-30 15:03:42,Jul 30 2025 11:57:27,41.9420794,-70.6457614,994793.0,B.I Plymouth,"275 Sandwich St, Plymouth, MA 02360",289,WNW,off,0,0,0,0,Stopped 6 min,yellow_dot,108679.7,13.1,0,unassigned,07/30/2025 11:57:27,[],[],,,,,,Obery,2.0,BLS,
10858,CA3672244954,1FDSS3ES6CDA18381,BA-048,3672244954,3672244954,5,EDT,7/30/25 2:58:26 PM,7/30/25 11:58:26 AM MST,2025-07-30T18:58:26+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:41,42.1821955,-71.8705967,,,"14 Masonic Cir, Auburn, MA 01501-1341",164,SSE,on,0,0,0,0,Idle stop for 5 min,blue_dot,324359.9,13.3,5569299,assigned,07/30/2025 11:31:49,[],[],Alessandra,Vanaria,avanaria,False,,,,,
10859,CA3672234200,1FDWE3FN6NDC2012,BA-049,3672234200,3672234200,9,EDT,7/30/25 2:54:26 PM,7/30/25 11:54:26 AM MST,2025-07-30T18:54:26+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:33,42.3624616,-71.0702303,999898.0,MGH,"243 Charles St, Boston, MA 02114",124,SE,on,0,0,0,0,Idle stop for 9 min,blue_dot,203046.4,12.8,5569834,assigned,07/30/2025 11:54:36,[],[],SEAN,CAMPBELL,13385,False,,Obery,2.0,BLS,
10860,CA3672245065,1FDBW1XG7PKB07847,BA-050,3672245065,3672245065,16,EDT,7/30/25 2:47:15 PM,7/30/25 11:47:15 AM MST,2025-07-30T18:47:15+00:00,2025-07-30 15:03:42,Jul 30 2025 11:47:15,42.0877097,-70.991933,994797.0,Brockton Hospital,", Brockton, MA 02302",202,SSW,off,0,0,0,0,Stopped 16 min,yellow_dot,42821.9,13.6,0,unassigned,07/30/2025 11:47:15,[],[],,,,,,Brockton Main St.,3.0,BLS,
